course_id,date,enrollment,capacity,day_of_week,days_since_start,will_close_in_24h
CSC031,2023-09-09,0,31,5,8,0
CSC031,2023-09-10,0,31,6,9,0
CSC031,2023-09-11,0,31,0,10,0
CSC031,2023-09-12,0,31,1,11,0
CSC031,2023-09-13,0,31,2,12,0
CSC031,2023-09-14,0,31,3,13,0
CSC031,2023-09-15,0,31,4,14,0
CSC031,2023-09-16,0,31,5,15,0
CSC031,2023-09-17,0,31,6,16,0
CSC031,2023-09-18,0,31,0,17,0
CSC031,2023-09-19,1,31,1,18,0
CSC031,2023-09-20,0,31,2,19,0
CSC031,2023-09-21,1,31,3,20,0
CSC031,2023-09-22,0,31,4,21,0
CSC031,2023-09-23,1,31,5,22,0
CSC031,2023-09-24,1,31,6,23,0
CSC031,2023-09-25,2,31,0,24,0
CSC031,2023-09-26,2,31,1,25,0
CSC031,2023-09-27,2,31,2,26,0
CSC031,2023-09-28,2,31,3,27,0
CSC031,2023-09-29,3,31,4,28,0
CSC031,2023-09-30,3,31,5,29,0
CSC031,2023-10-01,4,31,6,30,0
CSC031,2023-10-02,4,31,0,31,0
CSC031,2023-10-03,5,31,1,32,0
CSC031,2023-10-04,6,31,2,33,0
CSC031,2023-10-05,5,31,3,34,0
CSC031,2023-10-06,6,31,4,35,0
CSC031,2023-10-07,7,31,5,36,0
CSC031,2023-10-08,8,31,6,37,0
CSC031,2023-10-09,8,31,0,38,0
CSC031,2023-10-10,9,31,1,39,0
CSC031,2023-10-11,11,31,2,40,0
CSC031,2023-10-12,11,31,3,41,0
CSC031,2023-10-13,12,31,4,42,0
CSC031,2023-10-14,13,31,5,43,0
CSC031,2023-10-15,14,31,6,44,0
CSC031,2023-10-16,15,31,0,45,0
CSC031,2023-10-17,16,31,1,46,0
CSC031,2023-10-18,16,31,2,47,0
CSC031,2023-10-19,18,31,3,48,0
CSC031,2023-10-20,18,31,4,49,0
CSC031,2023-10-21,18,31,5,50,0
CSC031,2023-10-22,19,31,6,51,0
CSC031,2023-10-23,21,31,0,52,0
CSC031,2023-10-24,21,31,1,53,0
CSC031,2023-10-25,22,31,2,54,0
CSC031,2023-10-26,23,31,3,55,0
CSC031,2023-10-27,24,31,4,56,0
CSC031,2023-10-28,23,31,5,57,0
CSC031,2023-10-29,24,31,6,58,0
CSC031,2023-10-30,25,31,0,59,0
CSC031,2023-10-31,26,31,1,60,0
CSC031,2023-11-01,25,31,2,61,0
CSC031,2023-11-02,26,31,3,62,0
CSC031,2023-11-03,27,31,4,63,0
CSC031,2023-11-04,27,31,5,64,0
CSC031,2023-11-05,28,31,6,65,0
CSC031,2023-11-06,27,31,0,66,0
CSC031,2023-11-07,28,31,1,67,0
CSC031,2023-11-08,29,31,2,68,0
CSC031,2023-11-09,28,31,3,69,0
CSC031,2023-11-10,29,31,4,70,0
CSC031,2023-11-11,29,31,5,71,0
CSC031,2023-11-12,29,31,6,72,0
CSC031,2023-11-13,29,31,0,73,0
CSC031,2023-11-14,29,31,1,74,0
CSC031,2023-11-15,30,31,2,75,1
CSC031,2023-11-16,30,31,3,76,1
CSC031,2023-11-17,29,31,4,77,0
CSC031,2023-11-18,30,31,5,78,1
CSC031,2023-11-19,30,31,6,79,1
CSC031,2023-11-20,30,31,0,80,1
CSC031,2023-11-21,30,31,1,81,1
CSC031,2023-11-22,29,31,2,82,0
CSC031,2023-11-23,29,31,3,83,0
CSC031,2023-11-24,29,31,4,84,0
CSC031,2023-11-25,29,31,5,85,0
CSC031,2023-11-26,29,31,6,86,0
CSC031,2023-11-27,29,31,0,87,0
CSC031,2023-11-28,30,31,1,88,1
CSC031,2023-11-29,29,31,2,89,0
CSC032,2023-09-01,14,116,4,0,0
CSC032,2023-09-02,18,116,5,1,0
CSC032,2023-09-03,19,116,6,2,0
CSC032,2023-09-04,19,116,0,3,0
CSC032,2023-09-05,20,116,1,4,0
CSC032,2023-09-06,21,116,2,5,0
CSC032,2023-09-07,22,116,3,6,0
CSC032,2023-09-08,22,116,4,7,0
CSC032,2023-09-09,21,116,5,8,0
CSC032,2023-09-10,21,116,6,9,0
CSC032,2023-09-11,24,116,0,10,0
CSC032,2023-09-12,22,116,1,11,0
CSC032,2023-09-13,23,116,2,12,0
CSC032,2023-09-14,26,116,3,13,0
CSC032,2023-09-15,27,116,4,14,0
CSC032,2023-09-16,25,116,5,15,0
CSC032,2023-09-17,27,116,6,16,0
CSC032,2023-09-18,28,116,0,17,0
CSC032,2023-09-19,30,116,1,18,0
CSC032,2023-09-20,29,116,2,19,0
CSC032,2023-09-21,31,116,3,20,0
CSC032,2023-09-22,33,116,4,21,0
CSC032,2023-09-23,34,116,5,22,0
CSC032,2023-09-24,34,116,6,23,0
CSC032,2023-09-25,33,116,0,24,0
CSC032,2023-09-26,34,116,1,25,0
CSC032,2023-09-27,38,116,2,26,0
CSC032,2023-09-28,36,116,3,27,0
CSC032,2023-09-29,37,116,4,28,0
CSC032,2023-09-30,39,116,5,29,0
CSC032,2023-10-01,41,116,6,30,0
CSC032,2023-10-02,42,116,0,31,0
CSC032,2023-10-03,44,116,1,32,0
CSC032,2023-10-04,47,116,2,33,0
CSC032,2023-10-05,45,116,3,34,0
CSC032,2023-10-06,50,116,4,35,0
CSC032,2023-10-07,49,116,5,36,0
CSC032,2023-10-08,50,116,6,37,0
CSC032,2023-10-09,52,116,0,38,0
CSC032,2023-10-10,54,116,1,39,0
CSC032,2023-10-11,56,116,2,40,0
CSC032,2023-10-12,58,116,3,41,0
CSC032,2023-10-13,61,116,4,42,0
CSC032,2023-10-14,61,116,5,43,0
CSC032,2023-10-15,63,116,6,44,0
CSC032,2023-10-16,65,116,0,45,0
CSC032,2023-10-17,65,116,1,46,0
CSC032,2023-10-18,67,116,2,47,0
CSC032,2023-10-19,70,116,3,48,0
CSC032,2023-10-20,69,116,4,49,0
CSC032,2023-10-21,74,116,5,50,0
CSC032,2023-10-22,73,116,6,51,0
CSC032,2023-10-23,76,116,0,52,0
CSC032,2023-10-24,75,116,1,53,0
CSC032,2023-10-25,80,116,2,54,0
CSC032,2023-10-26,80,116,3,55,0
CSC032,2023-10-27,81,116,4,56,0
CSC032,2023-10-28,81,116,5,57,0
CSC032,2023-10-29,85,116,6,58,0
CSC032,2023-10-30,84,116,0,59,0
CSC032,2023-10-31,88,116,1,60,0
CSC032,2023-11-01,87,116,2,61,0
CSC032,2023-11-02,91,116,3,62,0
CSC032,2023-11-03,92,116,4,63,0
CSC032,2023-11-04,92,116,5,64,0
CSC032,2023-11-05,94,116,6,65,0
CSC032,2023-11-06,94,116,0,66,0
CSC032,2023-11-07,93,116,1,67,0
CSC032,2023-11-08,95,116,2,68,0
CSC032,2023-11-09,98,116,3,69,0
CSC032,2023-11-10,99,116,4,70,0
CSC032,2023-11-11,98,116,5,71,0
CSC032,2023-11-12,99,116,6,72,0
CSC032,2023-11-13,99,116,0,73,0
CSC032,2023-11-14,103,116,1,74,0
CSC032,2023-11-15,101,116,2,75,0
CSC032,2023-11-16,101,116,3,76,0
CSC032,2023-11-17,103,116,4,77,0
CSC032,2023-11-18,104,116,5,78,0
CSC032,2023-11-19,103,116,6,79,0
CSC032,2023-11-20,104,116,0,80,0
CSC032,2023-11-21,107,116,1,81,0
CSC032,2023-11-22,106,116,2,82,0
CSC032,2023-11-23,106,116,3,83,0
CSC032,2023-11-24,108,116,4,84,0
CSC032,2023-11-25,108,116,5,85,0
CSC032,2023-11-26,107,116,6,86,0
CSC032,2023-11-27,110,116,0,87,0
CSC032,2023-11-28,109,116,1,88,0
CSC032,2023-11-29,108,116,2,89,0
CSC033,2023-09-01,3,96,4,0,0
CSC033,2023-09-02,3,96,5,1,0
CSC033,2023-09-03,3,96,6,2,0
CSC033,2023-09-04,3,96,0,3,0
CSC033,2023-09-05,4,96,1,4,0
CSC033,2023-09-06,3,96,2,5,0
CSC033,2023-09-07,4,96,3,6,0
CSC033,2023-09-08,3,96,4,7,0
CSC033,2023-09-09,4,96,5,8,0
CSC033,2023-09-10,4,96,6,9,0
CSC033,2023-09-11,3,96,0,10,0
CSC033,2023-09-12,4,96,1,11,0
CSC033,2023-09-13,5,96,2,12,0
CSC033,2023-09-14,4,96,3,13,0
CSC033,2023-09-15,5,96,4,14,0
CSC033,2023-09-16,6,96,5,15,0
CSC033,2023-09-17,6,96,6,16,0
CSC033,2023-09-18,6,96,0,17,0
CSC033,2023-09-19,6,96,1,18,0
CSC033,2023-09-20,8,96,2,19,0
CSC033,2023-09-21,7,96,3,20,0
CSC033,2023-09-22,9,96,4,21,0
CSC033,2023-09-23,8,96,5,22,0
CSC033,2023-09-24,9,96,6,23,0
CSC033,2023-09-25,11,96,0,24,0
CSC033,2023-09-26,12,96,1,25,0
CSC033,2023-09-27,13,96,2,26,0
CSC033,2023-09-28,13,96,3,27,0
CSC033,2023-09-29,15,96,4,28,0
CSC033,2023-09-30,15,96,5,29,0
CSC033,2023-10-01,16,96,6,30,0
CSC033,2023-10-02,19,96,0,31,0
CSC033,2023-10-03,20,96,1,32,0
CSC033,2023-10-04,22,96,2,33,0
CSC033,2023-10-05,24,96,3,34,0
CSC033,2023-10-06,26,96,4,35,0
CSC033,2023-10-07,28,96,5,36,0
CSC033,2023-10-08,30,96,6,37,0
CSC033,2023-10-09,31,96,0,38,0
CSC033,2023-10-10,33,96,1,39,0
CSC033,2023-10-11,36,96,2,40,0
CSC033,2023-10-12,38,96,3,41,0
CSC033,2023-10-13,40,96,4,42,0
CSC033,2023-10-14,43,96,5,43,0
CSC033,2023-10-15,45,96,6,44,0
CSC033,2023-10-16,49,96,0,45,0
CSC033,2023-10-17,51,96,1,46,0
CSC033,2023-10-18,53,96,2,47,0
CSC033,2023-10-19,56,96,3,48,0
CSC033,2023-10-20,58,96,4,49,0
CSC033,2023-10-21,61,96,5,50,0
CSC033,2023-10-22,64,96,6,51,0
CSC033,2023-10-23,65,96,0,52,0
CSC033,2023-10-24,68,96,1,53,0
CSC033,2023-10-25,70,96,2,54,0
CSC033,2023-10-26,72,96,3,55,0
CSC033,2023-10-27,74,96,4,56,0
CSC033,2023-10-28,75,96,5,57,0
CSC033,2023-10-29,78,96,6,58,0
CSC033,2023-10-30,78,96,0,59,0
CSC033,2023-10-31,81,96,1,60,0
CSC033,2023-11-01,81,96,2,61,0
CSC033,2023-11-02,83,96,3,62,0
CSC033,2023-11-03,84,96,4,63,0
CSC033,2023-11-04,85,96,5,64,0
CSC033,2023-11-05,85,96,6,65,0
CSC033,2023-11-06,86,96,0,66,0
CSC033,2023-11-07,87,96,1,67,0
CSC033,2023-11-08,89,96,2,68,0
CSC033,2023-11-09,88,96,3,69,0
CSC033,2023-11-10,90,96,4,70,0
CSC033,2023-11-11,90,96,5,71,0
CSC033,2023-11-12,91,96,6,72,0
CSC033,2023-11-13,90,96,0,73,0
CSC033,2023-11-14,92,96,1,74,1
CSC033,2023-11-15,91,96,2,75,0
CSC033,2023-11-16,93,96,3,76,1
CSC033,2023-11-17,92,96,4,77,1
CSC033,2023-11-18,92,96,5,78,1
CSC033,2023-11-19,93,96,6,79,1
CSC033,2023-11-20,93,96,0,80,1
CSC033,2023-11-21,94,96,1,81,1
CSC033,2023-11-22,94,96,2,82,1
CSC033,2023-11-23,93,96,3,83,1
CSC033,2023-11-24,94,96,4,84,1
CSC033,2023-11-25,94,96,5,85,1
CSC033,2023-11-26,93,96,6,86,1
CSC033,2023-11-27,95,96,0,87,1
CSC033,2023-11-28,95,96,1,88,1
CSC033,2023-11-29,94,96,2,89,1
CSC034,2023-09-01,33,184,4,0,0
CSC034,2023-09-02,42,184,5,1,0
CSC034,2023-09-03,44,184,6,2,0
CSC034,2023-09-04,42,184,0,3,0
CSC034,2023-09-05,46,184,1,4,0
CSC034,2023-09-06,48,184,2,5,0
CSC034,2023-09-07,45,184,3,6,0
CSC034,2023-09-08,48,184,4,7,0
CSC034,2023-09-09,49,184,5,8,0
CSC034,2023-09-10,50,184,6,9,0
CSC034,2023-09-11,50,184,0,10,0
CSC034,2023-09-12,48,184,1,11,0
CSC034,2023-09-13,50,184,2,12,0
CSC034,2023-09-14,52,184,3,13,0
CSC034,2023-09-15,51,184,4,14,0
CSC034,2023-09-16,55,184,5,15,0
CSC034,2023-09-17,53,184,6,16,0
CSC034,2023-09-18,55,184,0,17,0
CSC034,2023-09-19,58,184,1,18,0
CSC034,2023-09-20,59,184,2,19,0
CSC034,2023-09-21,63,184,3,20,0
CSC034,2023-09-22,60,184,4,21,0
CSC034,2023-09-23,66,184,5,22,0
CSC034,2023-09-24,64,184,6,23,0
CSC034,2023-09-25,69,184,0,24,0
CSC034,2023-09-26,69,184,1,25,0
CSC034,2023-09-27,70,184,2,26,0
CSC034,2023-09-28,69,184,3,27,0
CSC034,2023-09-29,71,184,4,28,0
CSC034,2023-09-30,72,184,5,29,0
CSC034,2023-10-01,75,184,6,30,0
CSC034,2023-10-02,78,184,0,31,0
CSC034,2023-10-03,81,184,1,32,0
CSC034,2023-10-04,80,184,2,33,0
CSC034,2023-10-05,85,184,3,34,0
CSC034,2023-10-06,89,184,4,35,0
CSC034,2023-10-07,90,184,5,36,0
CSC034,2023-10-08,93,184,6,37,0
CSC034,2023-10-09,92,184,0,38,0
CSC034,2023-10-10,97,184,1,39,0
CSC034,2023-10-11,95,184,2,40,0
CSC034,2023-10-12,96,184,3,41,0
CSC034,2023-10-13,98,184,4,42,0
CSC034,2023-10-14,105,184,5,43,0
CSC034,2023-10-15,107,184,6,44,0
CSC034,2023-10-16,109,184,0,45,0
CSC034,2023-10-17,107,184,1,46,0
CSC034,2023-10-18,109,184,2,47,0
CSC034,2023-10-19,115,184,3,48,0
CSC034,2023-10-20,117,184,4,49,0
CSC034,2023-10-21,119,184,5,50,0
CSC034,2023-10-22,120,184,6,51,0
CSC034,2023-10-23,125,184,0,52,0
CSC034,2023-10-24,124,184,1,53,0
CSC034,2023-10-25,128,184,2,54,0
CSC034,2023-10-26,131,184,3,55,0
CSC034,2023-10-27,129,184,4,56,0
CSC034,2023-10-28,132,184,5,57,0
CSC034,2023-10-29,135,184,6,58,0
CSC034,2023-10-30,135,184,0,59,0
CSC034,2023-10-31,138,184,1,60,0
CSC034,2023-11-01,143,184,2,61,0
CSC034,2023-11-02,145,184,3,62,0
CSC034,2023-11-03,146,184,4,63,0
CSC034,2023-11-04,148,184,5,64,0
CSC034,2023-11-05,149,184,6,65,0
CSC034,2023-11-06,147,184,0,66,0
CSC034,2023-11-07,150,184,1,67,0
CSC034,2023-11-08,154,184,2,68,0
CSC034,2023-11-09,154,184,3,69,0
CSC034,2023-11-10,154,184,4,70,0
CSC034,2023-11-11,155,184,5,71,0
CSC034,2023-11-12,158,184,6,72,0
CSC034,2023-11-13,158,184,0,73,0
CSC034,2023-11-14,161,184,1,74,0
CSC034,2023-11-15,163,184,2,75,0
CSC034,2023-11-16,164,184,3,76,0
CSC034,2023-11-17,165,184,4,77,0
CSC034,2023-11-18,166,184,5,78,0
CSC034,2023-11-19,164,184,6,79,0
CSC034,2023-11-20,168,184,0,80,0
CSC034,2023-11-21,166,184,1,81,0
CSC034,2023-11-22,165,184,2,82,0
CSC034,2023-11-23,168,184,3,83,0
CSC034,2023-11-24,169,184,4,84,0
CSC034,2023-11-25,168,184,5,85,0
CSC034,2023-11-26,170,184,6,86,0
CSC034,2023-11-27,171,184,0,87,0
CSC034,2023-11-28,171,184,1,88,0
CSC034,2023-11-29,175,184,2,89,1
CSC035,2023-09-01,5,64,4,0,0
CSC035,2023-09-02,8,64,5,1,0
CSC035,2023-09-03,8,64,6,2,0
CSC035,2023-09-04,8,64,0,3,0
CSC035,2023-09-05,9,64,1,4,0
CSC035,2023-09-06,9,64,2,5,0
CSC035,2023-09-07,8,64,3,6,0
CSC035,2023-09-08,9,64,4,7,0
CSC035,2023-09-09,9,64,5,8,0
CSC035,2023-09-10,10,64,6,9,0
CSC035,2023-09-11,10,64,0,10,0
CSC035,2023-09-12,10,64,1,11,0
CSC035,2023-09-13,10,64,2,12,0
CSC035,2023-09-14,11,64,3,13,0
CSC035,2023-09-15,11,64,4,14,0
CSC035,2023-09-16,12,64,5,15,0
CSC035,2023-09-17,13,64,6,16,0
CSC035,2023-09-18,12,64,0,17,0
CSC035,2023-09-19,13,64,1,18,0
CSC035,2023-09-20,13,64,2,19,0
CSC035,2023-09-21,13,64,3,20,0
CSC035,2023-09-22,15,64,4,21,0
CSC035,2023-09-23,15,64,5,22,0
CSC035,2023-09-24,15,64,6,23,0
CSC035,2023-09-25,17,64,0,24,0
CSC035,2023-09-26,16,64,1,25,0
CSC035,2023-09-27,18,64,2,26,0
CSC035,2023-09-28,19,64,3,27,0
CSC035,2023-09-29,19,64,4,28,0
CSC035,2023-09-30,20,64,5,29,0
CSC035,2023-10-01,20,64,6,30,0
CSC035,2023-10-02,22,64,0,31,0
CSC035,2023-10-03,22,64,1,32,0
CSC035,2023-10-04,22,64,2,33,0
CSC035,2023-10-05,24,64,3,34,0
CSC035,2023-10-06,25,64,4,35,0
CSC035,2023-10-07,25,64,5,36,0
CSC035,2023-10-08,26,64,6,37,0
CSC035,2023-10-09,28,64,0,38,0
CSC035,2023-10-10,27,64,1,39,0
CSC035,2023-10-11,29,64,2,40,0
CSC035,2023-10-12,29,64,3,41,0
CSC035,2023-10-13,31,64,4,42,0
CSC035,2023-10-14,31,64,5,43,0
CSC035,2023-10-15,32,64,6,44,0
CSC035,2023-10-16,33,64,0,45,0
CSC035,2023-10-17,35,64,1,46,0
CSC035,2023-10-18,35,64,2,47,0
CSC035,2023-10-19,36,64,3,48,0
CSC035,2023-10-20,38,64,4,49,0
CSC035,2023-10-21,38,64,5,50,0
CSC035,2023-10-22,39,64,6,51,0
CSC035,2023-10-23,40,64,0,52,0
CSC035,2023-10-24,41,64,1,53,0
CSC035,2023-10-25,41,64,2,54,0
CSC035,2023-10-26,43,64,3,55,0
CSC035,2023-10-27,43,64,4,56,0
CSC035,2023-10-28,44,64,5,57,0
CSC035,2023-10-29,46,64,6,58,0
CSC035,2023-10-30,46,64,0,59,0
CSC035,2023-10-31,46,64,1,60,0
CSC035,2023-11-01,47,64,2,61,0
CSC035,2023-11-02,48,64,3,62,0
CSC035,2023-11-03,48,64,4,63,0
CSC035,2023-11-04,49,64,5,64,0
CSC035,2023-11-05,51,64,6,65,0
CSC035,2023-11-06,51,64,0,66,0
CSC035,2023-11-07,52,64,1,67,0
CSC035,2023-11-08,51,64,2,68,0
CSC035,2023-11-09,53,64,3,69,0
CSC035,2023-11-10,53,64,4,70,0
CSC035,2023-11-11,54,64,5,71,0
CSC035,2023-11-12,54,64,6,72,0
CSC035,2023-11-13,55,64,0,73,0
CSC035,2023-11-14,55,64,1,74,0
CSC035,2023-11-15,56,64,2,75,0
CSC035,2023-11-16,56,64,3,76,0
CSC035,2023-11-17,57,64,4,77,0
CSC035,2023-11-18,57,64,5,78,0
CSC035,2023-11-19,57,64,6,79,0
CSC035,2023-11-20,58,64,0,80,0
CSC035,2023-11-21,58,64,1,81,0
CSC035,2023-11-22,58,64,2,82,0
CSC035,2023-11-23,58,64,3,83,0
CSC035,2023-11-24,58,64,4,84,0
CSC035,2023-11-25,59,64,5,85,0
CSC035,2023-11-26,58,64,6,86,0
CSC035,2023-11-27,59,64,0,87,0
CSC035,2023-11-28,59,64,1,88,0
CSC035,2023-11-29,60,64,2,89,0
CSC036,2023-09-01,21,172,4,0,0
CSC036,2023-09-02,21,172,5,1,0
CSC036,2023-09-03,20,172,6,2,0
CSC036,2023-09-04,19,172,0,3,0
CSC036,2023-09-05,22,172,1,4,0
CSC036,2023-09-06,24,172,2,5,0
CSC036,2023-09-07,22,172,3,6,0
CSC036,2023-09-08,25,172,4,7,0
CSC036,2023-09-09,20,172,5,8,0
CSC036,2023-09-10,21,172,6,9,0
CSC036,2023-09-11,24,172,0,10,0
CSC036,2023-09-12,21,172,1,11,0
CSC036,2023-09-13,26,172,2,12,0
CSC036,2023-09-14,26,172,3,13,0
CSC036,2023-09-15,24,172,4,14,0
CSC036,2023-09-16,26,172,5,15,0
CSC036,2023-09-17,27,172,6,16,0
CSC036,2023-09-18,29,172,0,17,0
CSC036,2023-09-19,29,172,1,18,0
CSC036,2023-09-20,31,172,2,19,0
CSC036,2023-09-21,29,172,3,20,0
CSC036,2023-09-22,29,172,4,21,0
CSC036,2023-09-23,32,172,5,22,0
CSC036,2023-09-24,34,172,6,23,0
CSC036,2023-09-25,33,172,0,24,0
CSC036,2023-09-26,37,172,1,25,0
CSC036,2023-09-27,36,172,2,26,0
CSC036,2023-09-28,38,172,3,27,0
CSC036,2023-09-29,39,172,4,28,0
CSC036,2023-09-30,43,172,5,29,0
CSC036,2023-10-01,42,172,6,30,0
CSC036,2023-10-02,46,172,0,31,0
CSC036,2023-10-03,48,172,1,32,0
CSC036,2023-10-04,54,172,2,33,0
CSC036,2023-10-05,53,172,3,34,0
CSC036,2023-10-06,57,172,4,35,0
CSC036,2023-10-07,60,172,5,36,0
CSC036,2023-10-08,67,172,6,37,0
CSC036,2023-10-09,67,172,0,38,0
CSC036,2023-10-10,69,172,1,39,0
CSC036,2023-10-11,76,172,2,40,0
CSC036,2023-10-12,78,172,3,41,0
CSC036,2023-10-13,85,172,4,42,0
CSC036,2023-10-14,89,172,5,43,0
CSC036,2023-10-15,90,172,6,44,0
CSC036,2023-10-16,98,172,0,45,0
CSC036,2023-10-17,100,172,1,46,0
CSC036,2023-10-18,105,172,2,47,0
CSC036,2023-10-19,110,172,3,48,0
CSC036,2023-10-20,110,172,4,49,0
CSC036,2023-10-21,118,172,5,50,0
CSC036,2023-10-22,118,172,6,51,0
CSC036,2023-10-23,123,172,0,52,0
CSC036,2023-10-24,126,172,1,53,0
CSC036,2023-10-25,132,172,2,54,0
CSC036,2023-10-26,132,172,3,55,0
CSC036,2023-10-27,136,172,4,56,0
CSC036,2023-10-28,139,172,5,57,0
CSC036,2023-10-29,144,172,6,58,0
CSC036,2023-10-30,143,172,0,59,0
CSC036,2023-10-31,145,172,1,60,0
CSC036,2023-11-01,146,172,2,61,0
CSC036,2023-11-02,148,172,3,62,0
CSC036,2023-11-03,151,172,4,63,0
CSC036,2023-11-04,157,172,5,64,0
CSC036,2023-11-05,158,172,6,65,0
CSC036,2023-11-06,158,172,0,66,0
CSC036,2023-11-07,161,172,1,67,0
CSC036,2023-11-08,160,172,2,68,0
CSC036,2023-11-09,163,172,3,69,0
CSC036,2023-11-10,162,172,4,70,0
CSC036,2023-11-11,161,172,5,71,0
CSC036,2023-11-12,162,172,6,72,0
CSC036,2023-11-13,163,172,0,73,0
CSC036,2023-11-14,164,172,1,74,1
CSC036,2023-11-15,163,172,2,75,0
CSC036,2023-11-16,167,172,3,76,1
CSC036,2023-11-17,167,172,4,77,1
CSC036,2023-11-18,166,172,5,78,1
CSC036,2023-11-19,169,172,6,79,1
CSC036,2023-11-20,165,172,0,80,1
CSC036,2023-11-21,170,172,1,81,1
CSC036,2023-11-22,171,172,2,82,1
CSC036,2023-11-23,170,172,3,83,1
CSC036,2023-11-24,171,172,4,84,1
CSC036,2023-11-25,172,172,5,85,1
CSC036,2023-11-26,170,172,6,86,1
CSC036,2023-11-27,172,172,0,87,1
CSC036,2023-11-28,169,172,1,88,1
CSC036,2023-11-29,171,172,2,89,1
CSC037,2023-09-01,8,54,4,0,0
CSC037,2023-09-02,8,54,5,1,0
CSC037,2023-09-03,7,54,6,2,0
CSC037,2023-09-04,8,54,0,3,0
CSC037,2023-09-05,8,54,1,4,0
CSC037,2023-09-06,7,54,2,5,0
CSC037,2023-09-07,7,54,3,6,0
CSC037,2023-09-08,8,54,4,7,0
CSC037,2023-09-09,8,54,5,8,0
CSC037,2023-09-10,9,54,6,9,0
CSC037,2023-09-11,9,54,0,10,0
CSC037,2023-09-12,9,54,1,11,0
CSC037,2023-09-13,8,54,2,12,0
CSC037,2023-09-14,9,54,3,13,0
CSC037,2023-09-15,10,54,4,14,0
CSC037,2023-09-16,9,54,5,15,0
CSC037,2023-09-17,9,54,6,16,0
CSC037,2023-09-18,10,54,0,17,0
CSC037,2023-09-19,10,54,1,18,0
CSC037,2023-09-20,11,54,2,19,0
CSC037,2023-09-21,11,54,3,20,0
CSC037,2023-09-22,11,54,4,21,0
CSC037,2023-09-23,11,54,5,22,0
CSC037,2023-09-24,11,54,6,23,0
CSC037,2023-09-25,12,54,0,24,0
CSC037,2023-09-26,12,54,1,25,0
CSC037,2023-09-27,14,54,2,26,0
CSC037,2023-09-28,14,54,3,27,0
CSC037,2023-09-29,14,54,4,28,0
CSC037,2023-09-30,15,54,5,29,0
CSC037,2023-10-01,16,54,6,30,0
CSC037,2023-10-02,16,54,0,31,0
CSC037,2023-10-03,17,54,1,32,0
CSC037,2023-10-04,17,54,2,33,0
CSC037,2023-10-05,18,54,3,34,0
CSC037,2023-10-06,20,54,4,35,0
CSC037,2023-10-07,21,54,5,36,0
CSC037,2023-10-08,21,54,6,37,0
CSC037,2023-10-09,22,54,0,38,0
CSC037,2023-10-10,23,54,1,39,0
CSC037,2023-10-11,24,54,2,40,0
CSC037,2023-10-12,25,54,3,41,0
CSC037,2023-10-13,26,54,4,42,0
CSC037,2023-10-14,27,54,5,43,0
CSC037,2023-10-15,29,54,6,44,0
CSC037,2023-10-16,31,54,0,45,0
CSC037,2023-10-17,31,54,1,46,0
CSC037,2023-10-18,33,54,2,47,0
CSC037,2023-10-19,33,54,3,48,0
CSC037,2023-10-20,34,54,4,49,0
CSC037,2023-10-21,36,54,5,50,0
CSC037,2023-10-22,36,54,6,51,0
CSC037,2023-10-23,37,54,0,52,0
CSC037,2023-10-24,39,54,1,53,0
CSC037,2023-10-25,39,54,2,54,0
CSC037,2023-10-26,40,54,3,55,0
CSC037,2023-10-27,42,54,4,56,0
CSC037,2023-10-28,42,54,5,57,0
CSC037,2023-10-29,43,54,6,58,0
CSC037,2023-10-30,43,54,0,59,0
CSC037,2023-10-31,44,54,1,60,0
CSC037,2023-11-01,46,54,2,61,0
CSC037,2023-11-02,46,54,3,62,0
CSC037,2023-11-03,46,54,4,63,0
CSC037,2023-11-04,47,54,5,64,0
CSC037,2023-11-05,48,54,6,65,0
CSC037,2023-11-06,47,54,0,66,0
CSC037,2023-11-07,49,54,1,67,0
CSC037,2023-11-08,48,54,2,68,0
CSC037,2023-11-09,50,54,3,69,0
CSC037,2023-11-10,50,54,4,70,0
CSC037,2023-11-11,49,54,5,71,0
CSC037,2023-11-12,50,54,6,72,0
CSC037,2023-11-13,51,54,0,73,0
CSC037,2023-11-14,50,54,1,74,0
CSC037,2023-11-15,51,54,2,75,0
CSC037,2023-11-16,50,54,3,76,0
CSC037,2023-11-17,52,54,4,77,1
CSC037,2023-11-18,52,54,5,78,1
CSC037,2023-11-19,51,54,6,79,0
CSC037,2023-11-20,52,54,0,80,1
CSC037,2023-11-21,52,54,1,81,1
CSC037,2023-11-22,52,54,2,82,1
CSC037,2023-11-23,51,54,3,83,0
CSC037,2023-11-24,53,54,4,84,1
CSC037,2023-11-25,53,54,5,85,1
CSC037,2023-11-26,52,54,6,86,1
CSC037,2023-11-27,52,54,0,87,1
CSC037,2023-11-28,52,54,1,88,1
CSC037,2023-11-29,53,54,2,89,1
CSC038,2023-09-01,12,136,4,0,0
CSC038,2023-09-02,17,136,5,1,0
CSC038,2023-09-03,15,136,6,2,0
CSC038,2023-09-04,17,136,0,3,0
CSC038,2023-09-05,17,136,1,4,0
CSC038,2023-09-06,19,136,2,5,0
CSC038,2023-09-07,17,136,3,6,0
CSC038,2023-09-08,18,136,4,7,0
CSC038,2023-09-09,21,136,5,8,0
CSC038,2023-09-10,20,136,6,9,0
CSC038,2023-09-11,22,136,0,10,0
CSC038,2023-09-12,19,136,1,11,0
